show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description,year_added,month_added,primary_genre,primary_country,content_age_at_add,duration_minutes,seasons
s236,Movie,Rising Kingdom,Priya Sharma,"Yusuf Novak, John Ahmed",Italy,2021-07-24,2013,TV-Y7,135 min,Thrillers,A story about survival set in Italy.,2021,July,Thrillers,Italy,8,135.0,
s237,Movie,Endless Horizon,Emily Carter,"Carlos Dubois, Tom Novak, Omar Khan, Liam Kim, Aiko Muller",Spain,2016-07-19,2004,TV-Y,147 min,"Horror Movies, Reality TV, Sports Movies",A story about war set in Spain.,2016,July,Horror Movies,Spain,12,147.0,
s238,TV Show,Rising Legacy,Not Given,"Raj Silva, Tom Patel, Wei Novak, Raj Chen",Germany,2020-11-22,2017,PG,6 Season,"Docuseries, Horror Movies",A story about identity set in Germany.,2020,November,Docuseries,Germany,3,,6.0
s239,Movie,Rising Dream,David Okafor,"Yusuf Garcia, John Kim",United Kingdom,2015-08-20,2001,R,104 min,Horror Movies,A story about family set in United Kingdom.,2015,August,Horror Movies,United Kingdom,14,104.0,
s240,Movie,The Dream,Sofia Alvarez,"Aiko Brown, Nina Garcia",Australia,2021-07-09,2021,NR,180 min,Stand-Up Comedy,A story about ambition set in Australia.,2021,July,Stand-Up Comedy,Australia,0,180.0,
s242,Movie,Last Shadow,Marcus Lee,"Grace Ahmed, Maria Kim, John Kim",France,2018-06-26,2017,TV-PG,90 min,"Crime TV Shows, Dramas, Thrillers",A story about friendship set in France.,2018,June,Crime TV Shows,France,1,90.0,
s243,TV Show,Last Journey (Season 3),Not Given,"Omar Lee, Raj Dubois",Egypt,2021-03-19,2021,TV-Y7,7 Seasons,"Documentaries, Stand-Up Comedy",A story about war set in Egypt.,2021,March,Documentaries,Egypt,0,,7.0
s244,Movie,Last Code,Alicia Wren,"Carlos Ahmed, Yusuf Kim, Maria Silva",Canada,2018-09-21,2006,PG,116 min,"Kids TV, Stand-Up Comedy",A story about friendship set in Canada.,2018,September,Kids TV,Canada,12,116.0,
s245,TV Show,The Shadow,Not Given,"Fatima Lee, Raj Dubois, Tom Dubois, Fatima Smith, Raj Lee",Japan,2016-04-09,2012,TV-Y,3 Seasons,"Dramas, Sci-Fi & Fantasy",A story about war set in Japan.,2016,April,Dramas,Japan,4,,3.0
s246,Movie,Rising Heart,Priya Sharma,"Liam Lee, Raj Khan",Japan,2016-12-03,2016,TV-14,91 min,"Dramas, Anime, Comedies",A story about ambition set in Japan.,2016,December,Dramas,Japan,0,91.0,
s247,Movie,Secret City,Alicia Wren,"Yusuf Brown, Grace Lee, Grace Kowalski",South Korea,2020-03-14,2020,TV-PG,73 min,"Anime, Dramas",A story about betrayal set in South Korea.,2020,March,Anime,South Korea,0,73.0,
s248,Movie,Last Dream,Hugo Fischer,"Elena Brown, Fatima Lee",France,2019-05-09,2013,TV-Y7,150 min,"Reality TV, Thrillers",A story about love set in France.,2019,May,Reality TV,France,6,150.0,
s249,Movie,A Code,Rajiv Menon,"Omar Novak, Elena Smith",Mexico,2019-01-05,2002,NR,83 min,"Horror Movies, Docuseries",A story about betrayal set in Mexico.,2019,January,Horror Movies,Mexico,17,83.0,
s250,Movie,Silent City,David Okafor,"Nina Chen, Yusuf Khan",United Kingdom,2021-02-13,2012,PG-13,151 min,Horror Movies,A story about war set in United Kingdom.,2021,February,Horror Movies,United Kingdom,9,151.0,
s251,TV Show,The Code,Not Given,"Maria Smith, John Dubois, Elena Kim",Germany,2017-06-24,2017,PG-13,2 Seasons,"Sports Movies, Action & Adventure, Kids TV",A story about survival set in Germany.,2017,June,Sports Movies,Germany,0,,2.0
s252,Movie,Secret Horizon,Kenji Watanabe,"Maria Chen, Raj Kowalski, Elena Brown",United States,2019-08-03,2017,NR,79 min,"Documentaries, International Movies",A story about betrayal set in United States.,2019,August,Documentaries,United States,2,79.0,
s253,Movie,Endless Heart,Emily Carter,"Wei Patel, Raj Khan, Maria Muller, Elena Garcia",Italy,2018-07-25,2006,TV-Y7,127 min,"Horror Movies, Sports Movies",A story about survival set in Italy.,2018,July,Horror Movies,Italy,12,127.0,
s254,Movie,Golden Storm,David Okafor,"John Silva, Fatima Kowalski, Fatima Novak",Mexico,2021-03-22,2020,PG-13,177 min,"International Movies, Anime",A story about war set in Mexico.,2021,March,International Movies,Mexico,1,177.0,
s255,TV Show,Silent Heart,Not Given,"Nina Ahmed, Maria Chen, Raj Dubois, Maria Brown",France,2021-01-15,2004,R,3 Seasons,"Documentaries, Sports Movies, Comedies",A story about love set in France.,2021,January,Documentaries,France,17,,3.0
s256,TV Show,The Horizon,Not Given,"Tom Smith, Yusuf Muller, Yusuf Lee",Germany,2016-08-31,2015,PG,4 Season,"Horror Movies, Documentaries, Romantic Movies",A story about betrayal set in Germany.,2016,August,Horror Movies,Germany,1,,4.0
s257,Movie,Rising Journey,Sofia Alvarez,"Omar Ahmed, Wei Rossi, Wei Chen",Australia,2018-10-27,2018,TV-Y7,115 min,Romantic Movies,A story about friendship set in Australia.,2018,October,Romantic Movies,Australia,0,115.0,
s258,Movie,Midnight Storm,Sofia Alvarez,"Raj Khan, Yusuf Lee",Nigeria,2019-05-09,2011,TV-Y7,128 min,Comedies,A story about war set in Nigeria.,2019,May,Comedies,Nigeria,8,128.0,
s259,Movie,Rising Dream,Kenji Watanabe,"Carlos Patel, Carlos Silva, Elena Patel",Italy,2020-10-17,2002,PG-13,118 min,Stand-Up Comedy,A story about war set in Italy.,2020,October,Stand-Up Comedy,Italy,18,118.0,
s260,TV Show,Golden Heart,Not Given,"Yusuf Lee, Wei Rossi",United Kingdom,2015-11-12,2007,NR,6 Season,Thrillers,A story about survival set in United Kingdom.,2015,November,Thrillers,United Kingdom,8,,6.0
s261,Movie,A Legacy,David Okafor,"Grace Garcia, Nina Patel, Nina Rossi, Fatima Dubois",United Kingdom,2021-02-24,2020,TV-MA,101 min,International Movies,A story about survival set in United Kingdom.,2021,February,International Movies,United Kingdom,1,101.0,
s262,Movie,Rising Journey,Not Given,"John Chen, Liam Lee, Wei Ahmed",South Korea,2020-07-31,2019,TV-MA,162 min,"Horror Movies, Comedies, Action & Adventure",A story about friendship set in South Korea.,2020,July,Horror Movies,South Korea,1,162.0,
s263,Movie,Silent Heart,Marcus Lee,"Sara Kim, Elena Chen, Omar Dubois",Egypt,2020-09-23,2005,PG-13,91 min,"Anime, Sci-Fi & Fantasy, Romantic Movies",A story about betrayal set in Egypt.,2020,September,Anime,Egypt,15,91.0,
s264,Movie,Broken Kingdom,Alicia Wren,"Fatima Ahmed, Sara Lee",Germany,2021-04-18,2021,TV-PG,147 min,Thrillers,A story about friendship set in Germany.,2021,April,Thrillers,Germany,0,147.0,
s265,TV Show,Endless Journey,Not Given,"Maria Rossi, Raj Chen",Italy,2020-07-06,2019,TV-MA,7 Seasons,"Reality TV, Thrillers",A story about love set in Italy.,2020,July,Reality TV,Italy,1,,7.0
s266,TV Show,Broken Legacy,Not Given,"Omar Kowalski, Carlos Silva, Elena Kowalski, Grace Lee, Omar Brown",Mexico,2018-07-20,2018,TV-Y,2 Season,Documentaries,A story about family set in Mexico.,2018,July,Documentaries,Mexico,0,,2.0
s267,Movie,Rising City,Kenji Watanabe,"John Novak, Grace Kowalski, John Dubois",Germany,2020-10-29,2003,TV-MA,118 min,"Kids TV, Sports Movies, Stand-Up Comedy",A story about war set in Germany.,2020,October,Kids TV,Germany,17,118.0,
s268,Movie,A Kingdom,David Okafor,"Liam Brown, Yusuf Kim, Elena Silva, Elena Muller",Brazil,2017-04-14,2012,TV-Y,140 min,"Docuseries, Documentaries, Thrillers",A story about friendship set in Brazil.,2017,April,Docuseries,Brazil,5,140.0,
s269,Movie,Midnight Horizon,Emily Carter,"Grace Chen, Sara Brown, Raj Garcia, Grace Khan, Nina Kowalski",Mexico,2016-02-15,2005,R,135 min,"Anime, Stand-Up Comedy",A story about love set in Mexico.,2016,February,Anime,Mexico,11,135.0,
s272,Movie,The Kingdom,Alicia Wren,"Omar Kim, Aiko Patel, Carlos Kim, Elena Khan",Germany,2015-10-09,2000,TV-14,140 min,"Sports Movies, Thrillers",A story about family set in Germany.,2015,October,Sports Movies,Germany,15,140.0,
s273,Movie,Secret Heart,David Okafor,"Liam Chen, Carlos Ahmed",India,2017-05-29,2017,NR,107 min,"Action & Adventure, Stand-Up Comedy",A story about family set in India.,2017,May,Action & Adventure,India,0,107.0,
s275,TV Show,Broken Storm,Not Given,"Grace Brown, Liam Khan",France,2019-06-23,2002,PG,1 Seasons,Docuseries,A story about war set in France.,2019,June,Docuseries,France,17,,1.0
s276,Movie,Endless Dream,Marcus Lee,"Nina Novak, Fatima Khan, Grace Khan",Egypt,2017-04-26,2008,R,95 min,Sports Movies,A story about survival set in Egypt.,2017,April,Sports Movies,Egypt,9,95.0,
s277,TV Show,A Shadow,Not Given,"Elena Smith, Omar Brown, Yusuf Smith, Sara Rossi, Aiko Dubois",Japan,2021-06-11,2015,PG-13,4 Season,"Crime TV Shows, Kids TV, Action & Adventure",A story about survival set in Japan.,2021,June,Crime TV Shows,Japan,6,,4.0
s279,Movie,Secret City,Not Given,"Aiko Silva, Elena Brown",France,2021-02-24,2005,PG-13,100 min,"Docuseries, Horror Movies",A story about war set in France.,2021,February,Docuseries,France,16,100.0,
s280,Movie,Silent City,Sofia Alvarez,"Grace Kowalski, Aiko Silva, Sara Kim, Liam Rossi, Wei Dubois",United Kingdom,2019-04-14,2018,TV-14,162 min,"Romantic Movies, Crime TV Shows",A story about identity set in United Kingdom.,2019,April,Romantic Movies,United Kingdom,1,162.0,
s281,TV Show,Secret Kingdom,Not Given,"Nina Kowalski, John Chen, Carlos Rossi",United Kingdom,2021-06-13,2020,NR,6 Season,"Horror Movies, International Movies",A story about love set in United Kingdom.,2021,June,Horror Movies,United Kingdom,1,,6.0
s282,Movie,Last Journey,Sofia Alvarez,"Nina Brown, Raj Garcia, Nina Novak, Aiko Muller",Japan,2021-04-14,2011,NR,173 min,"Sports Movies, Dramas",A story about identity set in Japan.,2021,April,Sports Movies,Japan,10,173.0,
s283,Movie,Endless Legacy,Not Given,"Omar Muller, Aiko Silva, Raj Ahmed",Spain,2015-11-18,2014,TV-Y,148 min,"Sci-Fi & Fantasy, Anime",A story about survival set in Spain.,2015,November,Sci-Fi & Fantasy,Spain,1,148.0,
s284,TV Show,Golden City,Not Given,"Sara Lee, Maria Garcia, Wei Silva, Fatima Silva, Aiko Patel",France,2019-06-08,2008,PG-13,4 Seasons,"Sci-Fi & Fantasy, Kids TV",A story about survival set in France.,2019,June,Sci-Fi & Fantasy,France,11,,4.0
s285,Movie,The Kingdom,Sofia Alvarez,"Grace Novak, Grace Garcia, Fatima Chen, Carlos Garcia",India,2020-04-22,2002,NR,76 min,Stand-Up Comedy,A story about betrayal set in India.,2020,April,Stand-Up Comedy,India,18,76.0,
s286,Movie,Endless Kingdom,Alicia Wren,"Liam Khan, Fatima Novak, Liam Rossi, Raj Chen, Wei Ahmed",Egypt,2015-04-28,2005,TV-MA,154 min,"Anime, Reality TV",A story about friendship set in Egypt.,2015,April,Anime,Egypt,10,154.0,
s287,Movie,Rising Dream,Hugo Fischer,"Wei Novak, Yusuf Chen, Elena Dubois, Nina Patel, Grace Patel",Italy,2020-06-09,2018,NR,151 min,"Horror Movies, Sci-Fi & Fantasy, Thrillers",A story about friendship set in Italy.,2020,June,Horror Movies,Italy,2,151.0,
s288,Movie,A Heart,Kenji Watanabe,"Carlos Muller, Wei Muller, John Smith, Yusuf Brown",Nigeria,2018-11-09,2004,PG-13,130 min,"Dramas, Sports Movies, Romantic Movies",A story about friendship set in Nigeria.,2018,November,Dramas,Nigeria,14,130.0,
s289,Movie,Broken Dream,Not Given,"Omar Smith, Yusuf Silva, Fatima Kim",Italy,2019-06-15,2017,TV-Y,101 min,Stand-Up Comedy,A story about identity set in Italy.,2019,June,Stand-Up Comedy,Italy,2,101.0,
s290,Movie,A City,Sofia Alvarez,"Liam Patel, Grace Ahmed, Omar Muller, Carlos Khan",Egypt,2017-01-17,2002,TV-PG,107 min,Sci-Fi & Fantasy,A story about friendship set in Egypt.,2017,January,Sci-Fi & Fantasy,Egypt,15,107.0,
s293,TV Show,The Shadow,Not Given,"Carlos Kowalski, Nina Khan, Grace Smith",Canada,2016-01-20,2014,NR,6 Seasons,"Stand-Up Comedy, Anime",A story about family set in Canada.,2016,January,Stand-Up Comedy,Canada,2,,6.0
s295,TV Show,Endless Shadow,Not Given,"John Smith, Elena Kowalski, Grace Rossi",Mexico,2019-06-08,2019,PG,7 Season,Docuseries,A story about betrayal set in Mexico.,2019,June,Docuseries,Mexico,0,,7.0
s296,TV Show,Golden Journey (Season 2),Not Given,"Wei Rossi, Fatima Silva",Germany,2020-12-21,2020,TV-Y7,6 Season,"Stand-Up Comedy, Thrillers, Sports Movies",A story about survival set in Germany.,2020,December,Stand-Up Comedy,Germany,0,,6.0
s297,Movie,The Heart,Priya Sharma,"Yusuf Novak, Nina Khan, Elena Chen, Yusuf Silva",Japan,2018-02-01,2014,G,180 min,"Thrillers, Comedies, Crime TV Shows",A story about survival set in Japan.,2018,February,Thrillers,Japan,4,180.0,
s299,Movie,Silent Code,Marcus Lee,"Aiko Kim, Raj Silva, Maria Garcia, Yusuf Patel",India,2016-06-15,2001,TV-PG,74 min,Action & Adventure,A story about friendship set in India.,2016,June,Action & Adventure,India,15,74.0,
s300,Movie,The Horizon,David Okafor,"Yusuf Dubois, Grace Dubois, Liam Smith, Aiko Khan, Elena Novak",India,2017-05-04,2000,TV-Y7,176 min,Sci-Fi & Fantasy,A story about love set in India.,2017,May,Sci-Fi & Fantasy,India,17,176.0,
s302,Movie,Last Code,Hugo Fischer,"Grace Garcia, Omar Patel, Elena Silva, Raj Rossi, Grace Patel",South Korea,2016-11-14,2003,TV-PG,140 min,"Anime, Docuseries",A story about survival set in South Korea.,2016,November,Anime,South Korea,13,140.0,
s303,Movie,Endless Heart,Emily Carter,"Yusuf Silva, Sara Silva, Carlos Kowalski, Raj Kim",Egypt,2017-09-12,2010,G,139 min,Stand-Up Comedy,A story about family set in Egypt.,2017,September,Stand-Up Comedy,Egypt,7,139.0,
s304,Movie,Silent Heart,David Okafor,"Grace Smith, Liam Dubois",United States,2017-07-07,2016,PG-13,70 min,"Romantic Movies, Action & Adventure",A story about war set in United States.,2017,July,Romantic Movies,United States,1,70.0,
s306,Movie,Secret Shadow,Emily Carter,"Wei Rossi, Sara Lee, Grace Novak, Elena Brown, Tom Garcia",Australia,2020-11-03,2020,TV-MA,163 min,"Stand-Up Comedy, Comedies, Docuseries",A story about love set in Australia.,2020,November,Stand-Up Comedy,Australia,0,163.0,
s307,TV Show,Golden Storm,Not Given,"Carlos Lee, Sara Garcia, Sara Kowalski, Fatima Novak, Raj Brown",Australia,2019-04-16,2000,TV-MA,3 Seasons,"International Movies, Thrillers",A story about ambition set in Australia.,2019,April,International Movies,Australia,19,,3.0
s308,Movie,Broken Heart,Not Given,"Fatima Kim, Liam Kowalski",South Korea,2016-06-25,2004,PG,80 min,"Comedies, Crime TV Shows",A story about identity set in South Korea.,2016,June,Comedies,South Korea,12,80.0,
s309,Movie,Broken Code,David Okafor,"Omar Chen, Nina Ahmed, Fatima Rossi",South Korea,2021-08-08,2020,R,141 min,"Romantic Movies, Action & Adventure, Comedies",A story about family set in South Korea.,2021,August,Romantic Movies,South Korea,1,141.0,
s310,TV Show,Golden Horizon (Season 4),Not Given,"Aiko Silva, Fatima Silva, Aiko Dubois, Raj Smith, Omar Muller",United Kingdom,2019-12-17,2011,G,2 Season,Kids TV,A story about war set in United Kingdom.,2019,December,Kids TV,United Kingdom,8,,2.0
s311,Movie,A Shadow,Rajiv Menon,"Elena Lee, Wei Brown, Sara Brown",France,2018-11-07,2000,TV-14,109 min,"Docuseries, Dramas",A story about war set in France.,2018,November,Docuseries,France,18,109.0,
s312,Movie,Rising Legacy,Sofia Alvarez,"Yusuf Rossi, Elena Novak, Wei Novak, Grace Patel",United States,2021-07-15,2012,NR,75 min,"Thrillers, Dramas",A story about family set in United States.,2021,July,Thrillers,United States,9,75.0,
s313,Movie,Endless Dream,Rajiv Menon,"Raj Smith, Maria Kim, Raj Muller, Raj Brown, Tom Patel",Japan,2015-03-20,2003,PG-13,153 min,"Romantic Movies, Kids TV",A story about betrayal set in Japan.,2015,March,Romantic Movies,Japan,12,153.0,
s314,TV Show,Silent Horizon,Not Given,"Fatima Ahmed, Nina Ahmed, Tom Novak",United States,2017-10-10,2001,NR,3 Season,"Thrillers, Dramas",A story about war set in United States.,2017,October,Thrillers,United States,16,,3.0
s315,TV Show,Golden Dream,Not Given,"Omar Smith, Raj Muller, Tom Kim, Tom Brown",United States,2018-07-28,2017,R,2 Season,"International Movies, Comedies",A story about identity set in United States.,2018,July,International Movies,United States,1,,2.0
s317,TV Show,Midnight Code,Not Given,"Tom Kowalski, Wei Patel, Tom Dubois, Tom Chen, Aiko Garcia",Germany,2021-01-13,2017,TV-14,2 Season,Dramas,A story about war set in Germany.,2021,January,Dramas,Germany,4,,2.0
s318,TV Show,Broken City,Not Given,"Wei Kowalski, Fatima Garcia, Wei Chen, John Kowalski",Australia,2019-10-01,2019,G,5 Seasons,"Romantic Movies, Action & Adventure, Anime",A story about love set in Australia.,2019,October,Romantic Movies,Australia,0,,5.0
s319,Movie,Silent Kingdom,Hugo Fischer,"Grace Patel, Aiko Chen, Sara Kim, Nina Rossi, Wei Chen",Canada,2015-05-13,2007,TV-Y,167 min,Crime TV Shows,A story about identity set in Canada.,2015,May,Crime TV Shows,Canada,8,167.0,
s320,Movie,Secret Legacy,Alicia Wren,"Tom Rossi, Sara Dubois, Nina Novak",Japan,2017-10-07,2014,TV-Y,121 min,Stand-Up Comedy,A story about war set in Japan.,2017,October,Stand-Up Comedy,Japan,3,121.0,
s321,Movie,Endless Horizon,Hugo Fischer,"Yusuf Garcia, Nina Rossi",Egypt,2017-10-03,2001,NR,138 min,"Comedies, Crime TV Shows",A story about identity set in Egypt.,2017,October,Comedies,Egypt,16,138.0,
s322,Movie,The Legacy,Kenji Watanabe,"Carlos Lee, Liam Kowalski, Sara Muller, Nina Chen, Carlos Muller",Australia,2020-10-18,2001,TV-PG,129 min,"Sci-Fi & Fantasy, Comedies, Sports Movies",A story about betrayal set in Australia.,2020,October,Sci-Fi & Fantasy,Australia,19,129.0,
s323,Movie,Endless Code,Marcus Lee,"Carlos Silva, Nina Smith, Wei Rossi, Elena Lee, Grace Lee",Canada,2016-01-05,2014,PG-13,111 min,"Thrillers, Sports Movies, Sci-Fi & Fantasy",A story about betrayal set in Canada.,2016,January,Thrillers,Canada,2,111.0,
s324,Movie,Silent Storm,Alicia Wren,"Grace Kowalski, Yusuf Dubois, Wei Kim, Yusuf Kim, John Kowalski",United Kingdom,2021-05-05,2010,TV-PG,90 min,Thrillers,A story about love set in United Kingdom.,2021,May,Thrillers,United Kingdom,11,90.0,
s325,Movie,Midnight Heart,Kenji Watanabe,"Maria Lee, Wei Khan, John Dubois",Nigeria,2015-02-20,2008,TV-Y7,133 min,"Dramas, Horror Movies",A story about friendship set in Nigeria.,2015,February,Dramas,Nigeria,7,133.0,
s326,Movie,Endless Heart,Priya Sharma,"Nina Garcia, Elena Dubois, John Khan, Tom Ahmed, Liam Dubois",Brazil,2021-08-07,2017,R,76 min,International Movies,A story about love set in Brazil.,2021,August,International Movies,Brazil,4,76.0,
s327,Movie,The Kingdom,Rajiv Menon,"Aiko Lee, Maria Smith, Maria Kim, Wei Chen",Brazil,2021-06-02,2009,NR,92 min,"Sports Movies, Sci-Fi & Fantasy",A story about love set in Brazil.,2021,June,Sports Movies,Brazil,12,92.0,
s328,Movie,Midnight Storm,Emily Carter,"Sara Garcia, Omar Kim, Sara Ahmed, Maria Muller, Nina Chen",India,2018-09-10,2008,NR,122 min,"Kids TV, Sports Movies, Action & Adventure",A story about love set in India.,2018,September,Kids TV,India,10,122.0,
s329,Movie,Rising Shadow,Priya Sharma,"Carlos Dubois, Sara Silva, Liam Ahmed, Elena Dubois",Japan,2021-04-23,2004,TV-Y7,136 min,"Docuseries, Romantic Movies, Stand-Up Comedy",A story about survival set in Japan.,2021,April,Docuseries,Japan,17,136.0,
s330,TV Show,Secret Dream,Not Given,"Maria Smith, Nina Patel",Nigeria,2017-04-29,2003,G,4 Season,"Sports Movies, Crime TV Shows",A story about ambition set in Nigeria.,2017,April,Sports Movies,Nigeria,14,,4.0
s331,Movie,Secret Dream,Kenji Watanabe,"Liam Muller, Yusuf Ahmed",Japan,2016-04-11,2000,PG,113 min,"Dramas, Reality TV",A story about survival set in Japan.,2016,April,Dramas,Japan,16,113.0,
s332,Movie,Golden Heart,Priya Sharma,"Raj Chen, Nina Chen",Brazil,2021-01-08,2014,PG,129 min,"Comedies, Reality TV",A story about family set in Brazil.,2021,January,Comedies,Brazil,7,129.0,
s333,Movie,Golden Code,Hugo Fischer,"Fatima Dubois, Raj Silva",Nigeria,2015-09-29,2011,TV-PG,105 min,Anime,A story about identity set in Nigeria.,2015,September,Anime,Nigeria,4,105.0,
s334,Movie,Last Horizon,Not Given,"Wei Dubois, Maria Brown, Omar Kowalski, Liam Novak, Sara Silva",Mexico,2018-01-17,2001,TV-Y,81 min,"Romantic Movies, Thrillers",A story about friendship set in Mexico.,2018,January,Romantic Movies,Mexico,17,81.0,
s336,TV Show,Rising Dream,Not Given,"Omar Brown, Maria Brown, Yusuf Patel",United Kingdom,2015-05-30,2006,TV-Y7,4 Seasons,"Action & Adventure, Dramas, International Movies",A story about love set in United Kingdom.,2015,May,Action & Adventure,United Kingdom,9,,4.0
s337,TV Show,Endless Shadow,Not Given,"Maria Ahmed, Omar Patel",Mexico,2015-04-03,2009,G,7 Season,Anime,A story about ambition set in Mexico.,2015,April,Anime,Mexico,6,,7.0
s338,Movie,Midnight Code,Emily Carter,"Raj Garcia, Liam Chen, Wei Muller, Maria Smith, Elena Ahmed",Germany,2017-04-26,2003,NR,114 min,"Anime, International Movies, Documentaries",A story about family set in Germany.,2017,April,Anime,Germany,14,114.0,
s339,Movie,Last Shadow,Kenji Watanabe,"Yusuf Rossi, John Chen, John Rossi, Tom Patel",United States,2019-04-21,2003,TV-MA,81 min,"Stand-Up Comedy, Documentaries",A story about friendship set in United States.,2019,April,Stand-Up Comedy,United States,16,81.0,
s340,Movie,Midnight Storm,Sofia Alvarez,"Tom Kowalski, Omar Rossi",Australia,2016-01-16,2004,TV-Y7,82 min,"Horror Movies, Anime",A story about friendship set in Australia.,2016,January,Horror Movies,Australia,12,82.0,
s341,Movie,Secret Kingdom,Not Given,"Tom Silva, Carlos Chen, Grace Lee, Raj Silva",Nigeria,2020-01-31,2010,TV-Y7,73 min,Docuseries,A story about betrayal set in Nigeria.,2020,January,Docuseries,Nigeria,10,73.0,
s342,Movie,Silent Kingdom,Kenji Watanabe,"Elena Dubois, Wei Ahmed, Maria Kim, Sara Novak",Nigeria,2018-08-27,2003,NR,153 min,Horror Movies,A story about friendship set in Nigeria.,2018,August,Horror Movies,Nigeria,15,153.0,
s344,TV Show,Endless Heart (Season 4),Not Given,"Yusuf Garcia, Sara Rossi, Wei Muller, Carlos Garcia",Australia,2019-04-02,2003,PG,4 Seasons,Documentaries,A story about ambition set in Australia.,2019,April,Documentaries,Australia,16,,4.0
s347,TV Show,Broken Storm,Not Given,"Carlos Kim, Yusuf Khan, Raj Chen, Nina Chen, Fatima Ahmed",South Korea,2019-09-05,2011,TV-PG,3 Seasons,"International Movies, Documentaries, Dramas",A story about betrayal set in South Korea.,2019,September,International Movies,South Korea,8,,3.0
s348,Movie,Last Heart,David Okafor,"Maria Chen, Raj Kowalski, Carlos Brown",Spain,2021-08-10,2019,TV-Y,149 min,Sci-Fi & Fantasy,A story about identity set in Spain.,2021,August,Sci-Fi & Fantasy,Spain,2,149.0,
s352,Movie,The Horizon,Kenji Watanabe,"John Patel, Nina Dubois, Wei Dubois, John Patel",France,2019-01-28,2019,PG-13,132 min,International Movies,A story about betrayal set in France.,2019,January,International Movies,France,0,132.0,
s353,TV Show,Midnight Dream (Season 3),Not Given,"Sara Muller, John Novak, Maria Dubois, Wei Lee",Australia,2020-01-04,2004,PG,7 Season,"Romantic Movies, Docuseries, Documentaries",A story about love set in Australia.,2020,January,Romantic Movies,Australia,16,,7.0
s354,Movie,A Kingdom,Not Given,"Sara Rossi, Omar Kim, Omar Kim",Canada,2021-04-23,2021,TV-PG,96 min,"Sports Movies, Dramas, Anime",A story about family set in Canada.,2021,April,Sports Movies,Canada,0,96.0,
s355,TV Show,A Journey (Season 4),Not Given,"Liam Rossi, Grace Kowalski, Tom Ahmed, Fatima Kim, Raj Novak",South Korea,2017-12-11,2015,TV-PG,5 Seasons,Horror Movies,A story about friendship set in South Korea.,2017,December,Horror Movies,South Korea,2,,5.0
s357,Movie,Secret Horizon,Sofia Alvarez,"Raj Novak, Wei Silva, Yusuf Smith, Raj Smith",Egypt,2015-02-18,2002,TV-Y,82 min,"Action & Adventure, Anime, Romantic Movies",A story about war set in Egypt.,2015,February,Action & Adventure,Egypt,13,82.0,
s358,Movie,Midnight Dream,Sofia Alvarez,"John Dubois, Maria Smith",Australia,2021-08-17,2021,R,146 min,"Action & Adventure, Sports Movies, Comedies",A story about betrayal set in Australia.,2021,August,Action & Adventure,Australia,0,146.0,
s359,TV Show,Last City,Not Given,"Tom Garcia, Grace Chen, Liam Muller",Spain,2021-08-28,2021,TV-14,6 Season,"Reality TV, Sports Movies",A story about war set in Spain.,2021,August,Reality TV,Spain,0,,6.0
s360,Movie,A Dream,Rajiv Menon,"Carlos Silva, John Muller, Sara Muller, Wei Rossi, Maria Rossi",Italy,2019-05-28,2006,TV-PG,152 min,"Action & Adventure, Documentaries",A story about identity set in Italy.,2019,May,Action & Adventure,Italy,13,152.0,
s361,Movie,A Heart,Kenji Watanabe,"John Garcia, Maria Dubois",Mexico,2020-01-01,2008,TV-MA,133 min,Dramas,A story about love set in Mexico.,2020,January,Dramas,Mexico,12,133.0,
s362,Movie,Midnight Kingdom,Emily Carter,"Elena Smith, Yusuf Novak, Omar Rossi, Nina Kim, Carlos Brown",Mexico,2021-01-21,2002,R,70 min,"Docuseries, Comedies",A story about war set in Mexico.,2021,January,Docuseries,Mexico,19,70.0,
s363,Movie,Midnight City,Rajiv Menon,"Aiko Ahmed, Sara Silva",India,2018-04-02,2014,R,92 min,"Comedies, Kids TV, Anime",A story about ambition set in India.,2018,April,Comedies,India,4,92.0,
s364,Movie,Broken Shadow,Emily Carter,"Maria Lee, Raj Rossi, Grace Khan, Wei Smith, Fatima Smith",Mexico,2019-05-04,2018,TV-Y7,119 min,Horror Movies,A story about friendship set in Mexico.,2019,May,Horror Movies,Mexico,1,119.0,
s366,TV Show,The Kingdom,Not Given,"Nina Lee, Tom Dubois",United States,2016-06-18,2007,TV-MA,2 Seasons,"Action & Adventure, Romantic Movies",A story about survival set in United States.,2016,June,Action & Adventure,United States,9,,2.0
s367,TV Show,A Shadow (Season 2),Not Given,"Omar Khan, Carlos Silva",Nigeria,2021-04-13,2021,PG,1 Seasons,"International Movies, Thrillers, Reality TV",A story about ambition set in Nigeria.,2021,April,International Movies,Nigeria,0,,1.0
s368,TV Show,Endless Kingdom,Not Given,"Liam Chen, Omar Kim",United Kingdom,2021-03-16,2011,TV-PG,4 Season,"Comedies, Documentaries, Docuseries",A story about identity set in United Kingdom.,2021,March,Comedies,United Kingdom,10,,4.0
s369,TV Show,The Heart (Season 1),Not Given,"Tom Garcia, Grace Patel, Elena Lee",France,2020-05-03,2013,TV-PG,2 Season,"Sci-Fi & Fantasy, Kids TV",A story about ambition set in France.,2020,May,Sci-Fi & Fantasy,France,7,,2.0
