show_id,type,title,director,cast,country,date_added,release_year,rating,duration,listed_in,description
s279,Movie,Secret City,Not Given,"Aiko Silva, Elena Brown",France,"February 24, 2021",2005,PG-13,100 min,"Docuseries, Horror Movies",A story about war set in France.
s280,Movie,Silent City,Sofia Alvarez,"Grace Kowalski, Aiko Silva, Sara Kim, Liam Rossi, Wei Dubois",United Kingdom,"April 14, 2019",2018,TV-14,162 min,"Romantic Movies, Crime TV Shows",A story about identity set in United Kingdom.
s281,TV Show,Secret Kingdom,,"Nina Kowalski, John Chen, Carlos Rossi",United Kingdom,"June 13, 2021",2020,NR,6 Season,"Horror Movies, International Movies",A story about love set in United Kingdom.
s282,Movie,Last Journey,Sofia Alvarez,"Nina Brown, Raj Garcia, Nina Novak, Aiko Muller",Japan,"April 14, 2021",2011,NR,173 min,"Sports Movies, Dramas",A story about identity set in Japan.
s283,Movie,Endless Legacy,Not Given,"Omar Muller, Aiko Silva, Raj Ahmed",Spain,"November 18, 2015",2014,TV-Y,148 min,"Sci-Fi & Fantasy, Anime",A story about survival set in Spain.
s284,TV Show,Golden City,,"Sara Lee, Maria Garcia, Wei Silva, Fatima Silva, Aiko Patel",France,"June 8, 2019",2008,PG-13,4 Seasons,"Sci-Fi & Fantasy, Kids TV",A story about survival set in France.
s285,Movie,The Kingdom,Sofia Alvarez,"Grace Novak, Grace Garcia, Fatima Chen, Carlos Garcia",India,"April 22, 2020",2002,NR,76 min,Stand-Up Comedy,A story about betrayal set in India.
s286,Movie,Endless Kingdom,Alicia Wren,"Liam Khan, Fatima Novak, Liam Rossi, Raj Chen, Wei Ahmed",Egypt,"April 28, 2015",2005,TV-MA,154 min,"Anime, Reality TV",A story about friendship set in Egypt.
s287,Movie,Rising Dream,Hugo Fischer,"Wei Novak, Yusuf Chen, Elena Dubois, Nina Patel, Grace Patel",Italy,"June 9, 2020",2018,NR,151 min,"Horror Movies, Sci-Fi & Fantasy, Thrillers",A story about friendship set in Italy.
s288,Movie,A Heart,Kenji Watanabe,"Carlos Muller, Wei Muller, John Smith, Yusuf Brown",Nigeria,"November 9, 2018",2004,PG-13,130 min,"Dramas, Sports Movies, Romantic Movies",A story about friendship set in Nigeria.
s289,Movie,Broken Dream,Not Given,"Omar Smith, Yusuf Silva, Fatima Kim",Italy,"June 15, 2019",2017,TV-Y,101 min,Stand-Up Comedy,A story about identity set in Italy.
s290,Movie,A City,Sofia Alvarez,"Liam Patel, Grace Ahmed, Omar Muller, Carlos Khan",Egypt,"January 17, 2017",2002,TV-PG,107 min,Sci-Fi & Fantasy,A story about friendship set in Egypt.
s291,Movie,Endless Heart,Sofia Alvarez,"John Chen, John Ahmed, John Chen, Maria Muller",France,"December 1, 2019",2004,TV-MA,99 min,International Movies,A story about love set in France.
s292,Movie,Golden City,Kenji Watanabe,"Aiko Rossi, Grace Kowalski, John Silva, Maria Brown, Omar Chen",United States,"May 27, 2019",2008,TV-14,139 min,"Thrillers, Action & Adventure",A story about family set in United States.
s293,TV Show,The Shadow,,"Carlos Kowalski, Nina Khan, Grace Smith",Canada,"January 20, 2016",2014,NR,6 Seasons,"Stand-Up Comedy, Anime",A story about family set in Canada.
s294,TV Show,Last Journey,,"Liam Rossi, Raj Muller",Canada,"August 2, 2015",2011,R,1 Season,"Anime, Dramas",A story about survival set in Canada.
s295,TV Show,Endless Shadow,,"John Smith, Elena Kowalski, Grace Rossi",Mexico,"June 8, 2019",2019,PG,7 Season,Docuseries,A story about betrayal set in Mexico.
s296,TV Show,Golden Journey (Season 2),,"Wei Rossi, Fatima Silva",Germany,"December 21, 2020",2020,TV-Y7,6 Season,"Stand-Up Comedy, Thrillers, Sports Movies",A story about survival set in Germany.
s297,Movie,The Heart,Priya Sharma,"Yusuf Novak, Nina Khan, Elena Chen, Yusuf Silva",Japan,"February 1, 2018",2014,G,180 min,"Thrillers, Comedies, Crime TV Shows",A story about survival set in Japan.
s298,Movie,Midnight Code,Emily Carter,"John Kowalski, Raj Ahmed, Carlos Novak, Wei Lee, John Dubois",Egypt,"September 5, 2017",2011,PG,162 min,Stand-Up Comedy,A story about ambition set in Egypt.
s299,Movie,Silent Code,Marcus Lee,"Aiko Kim, Raj Silva, Maria Garcia, Yusuf Patel",India,"June 15, 2016",2001,TV-PG,74 min,Action & Adventure,A story about friendship set in India.
s300,Movie,The Horizon,David Okafor,"Yusuf Dubois, Grace Dubois, Liam Smith, Aiko Khan, Elena Novak",India,"May 4, 2017",2000,TV-Y7,176 min,Sci-Fi & Fantasy,A story about love set in India.
s301,Movie,Broken Storm,Rajiv Menon,"Yusuf Smith, Grace Garcia, Sara Muller, Maria Khan",Germany,"February 19, 2016",2003,R,138 min,"Kids TV, Action & Adventure",A story about ambition set in Germany.
s302,Movie,Last Code,Hugo Fischer,"Grace Garcia, Omar Patel, Elena Silva, Raj Rossi, Grace Patel",South Korea,"November 14, 2016",2003,TV-PG,140 min,"Anime, Docuseries",A story about survival set in South Korea.
s303,Movie,Endless Heart,Emily Carter,"Yusuf Silva, Sara Silva, Carlos Kowalski, Raj Kim",Egypt,"September 12, 2017",2010,G,139 min,Stand-Up Comedy,A story about family set in Egypt.
s304,Movie,Silent Heart,David Okafor,"Grace Smith, Liam Dubois",United States,"July 7, 2017",2016,PG-13,70 min,"Romantic Movies, Action & Adventure",A story about war set in United States.
s305,Movie,Midnight Code,Hugo Fischer,"Maria Smith, Nina Silva, Wei Chen",France,"July 12, 2021",2011,R,99 min,"Horror Movies, Comedies",A story about identity set in France.
s306,Movie,Secret Shadow,Emily Carter,"Wei Rossi, Sara Lee, Grace Novak, Elena Brown, Tom Garcia",Australia,"November 3, 2020",2020,TV-MA,163 min,"Stand-Up Comedy, Comedies, Docuseries",A story about love set in Australia.
s307,TV Show,Golden Storm,,"Carlos Lee, Sara Garcia, Sara Kowalski, Fatima Novak, Raj Brown",Australia,"April 16, 2019",2000,TV-MA,3 Seasons,"International Movies, Thrillers",A story about ambition set in Australia.
s308,Movie,Broken Heart,Not Given,"Fatima Kim, Liam Kowalski",South Korea,"June 25, 2016",2004,PG,80 min,"Comedies, Crime TV Shows",A story about identity set in South Korea.
s309,Movie,Broken Code,David Okafor,"Omar Chen, Nina Ahmed, Fatima Rossi",South Korea,"August 8, 2021",2020,R,141 min,"Romantic Movies, Action & Adventure, Comedies",A story about family set in South Korea.
s310,TV Show,Golden Horizon (Season 4),,"Aiko Silva, Fatima Silva, Aiko Dubois, Raj Smith, Omar Muller",United Kingdom,"December 17, 2019",2011,G,2 Season,Kids TV,A story about war set in United Kingdom.
s311,Movie,A Shadow,Rajiv Menon,"Elena Lee, Wei Brown, Sara Brown",France,"November 7, 2018",2000,TV-14,109 min,"Docuseries, Dramas",A story about war set in France.
s312,Movie,Rising Legacy,Sofia Alvarez,"Yusuf Rossi, Elena Novak, Wei Novak, Grace Patel",United States,"July 15, 2021",2012,NR,75 min,"Thrillers, Dramas",A story about family set in United States.
s313,Movie,Endless Dream,Rajiv Menon,"Raj Smith, Maria Kim, Raj Muller, Raj Brown, Tom Patel",Japan,"March 20, 2015",2003,PG-13,153 min,"Romantic Movies, Kids TV",A story about betrayal set in Japan.
s314,TV Show,Silent Horizon,,"Fatima Ahmed, Nina Ahmed, Tom Novak",United States,"October 10, 2017",2001,NR,3 Season,"Thrillers, Dramas",A story about war set in United States.
s315,TV Show,Golden Dream,,"Omar Smith, Raj Muller, Tom Kim, Tom Brown",United States,"July 28, 2018",2017,R,2 Season,"International Movies, Comedies",A story about identity set in United States.
s316,Movie,Endless Legacy,David Okafor,"Elena Chen, Carlos Muller, Tom Dubois",Japan,"January 29, 2021",2014,TV-PG,96 min,"International Movies, Horror Movies, Crime TV Shows",A story about ambition set in Japan.
s317,TV Show,Midnight Code,,"Tom Kowalski, Wei Patel, Tom Dubois, Tom Chen, Aiko Garcia",Germany,"January 13, 2021",2017,TV-14,2 Season,Dramas,A story about war set in Germany.
s318,TV Show,Broken City,,"Wei Kowalski, Fatima Garcia, Wei Chen, John Kowalski",Australia,"October 1, 2019",2019,G,5 Seasons,"Romantic Movies, Action & Adventure, Anime",A story about love set in Australia.
s319,Movie,Silent Kingdom,Hugo Fischer,"Grace Patel, Aiko Chen, Sara Kim, Nina Rossi, Wei Chen",Canada,"May 13, 2015",2007,TV-Y,167 min,Crime TV Shows,A story about identity set in Canada.
s320,Movie,Secret Legacy,Alicia Wren,"Tom Rossi, Sara Dubois, Nina Novak",Japan,"October 7, 2017",2014,TV-Y,121 min,Stand-Up Comedy,A story about war set in Japan.
s321,Movie,Endless Horizon,Hugo Fischer,"Yusuf Garcia, Nina Rossi",Egypt,"October 3, 2017",2001,NR,138 min,"Comedies, Crime TV Shows",A story about identity set in Egypt.
s322,Movie,The Legacy,Kenji Watanabe,"Carlos Lee, Liam Kowalski, Sara Muller, Nina Chen, Carlos Muller",Australia,"October 18, 2020",2001,TV-PG,129 min,"Sci-Fi & Fantasy, Comedies, Sports Movies",A story about betrayal set in Australia.
s323,Movie,Endless Code,Marcus Lee,"Carlos Silva, Nina Smith, Wei Rossi, Elena Lee, Grace Lee",Canada,"January 5, 2016",2014,PG-13,111 min,"Thrillers, Sports Movies, Sci-Fi & Fantasy",A story about betrayal set in Canada.
s324,Movie,Silent Storm,Alicia Wren,"Grace Kowalski, Yusuf Dubois, Wei Kim, Yusuf Kim, John Kowalski",United Kingdom,"May 5, 2021",2010,TV-PG,90 min,Thrillers,A story about love set in United Kingdom.
s325,Movie,Midnight Heart,Kenji Watanabe,"Maria Lee, Wei Khan, John Dubois",Nigeria,"February 20, 2015",2008,TV-Y7,133 min,"Dramas, Horror Movies",A story about friendship set in Nigeria.
s326,Movie,Endless Heart,Priya Sharma,"Nina Garcia, Elena Dubois, John Khan, Tom Ahmed, Liam Dubois",Brazil,"August 7, 2021",2017,R,76 min,International Movies,A story about love set in Brazil.
s327,Movie,The Kingdom,Rajiv Menon,"Aiko Lee, Maria Smith, Maria Kim, Wei Chen",Brazil,"June 2, 2021",2009,NR,92 min,"Sports Movies, Sci-Fi & Fantasy",A story about love set in Brazil.
s328,Movie,Midnight Storm,Emily Carter,"Sara Garcia, Omar Kim, Sara Ahmed, Maria Muller, Nina Chen",India,"September 10, 2018",2008,NR,122 min,"Kids TV, Sports Movies, Action & Adventure",A story about love set in India.
s329,Movie,Rising Shadow,Priya Sharma,"Carlos Dubois, Sara Silva, Liam Ahmed, Elena Dubois",Japan,"April 23, 2021",2004,TV-Y7,136 min,"Docuseries, Romantic Movies, Stand-Up Comedy",A story about survival set in Japan.
s330,TV Show,Secret Dream,,"Maria Smith, Nina Patel",Nigeria,"April 29, 2017",2003,G,4 Season,"Sports Movies, Crime TV Shows",A story about ambition set in Nigeria.
s331,Movie,Secret Dream,Kenji Watanabe,"Liam Muller, Yusuf Ahmed",Japan,"April 11, 2016",2000,PG,113 min,"Dramas, Reality TV",A story about survival set in Japan.
s332,Movie,Golden Heart,Priya Sharma,"Raj Chen, Nina Chen",Brazil,"January 8, 2021",2014,PG,129 min,"Comedies, Reality TV",A story about family set in Brazil.
s333,Movie,Golden Code,Hugo Fischer,"Fatima Dubois, Raj Silva",Nigeria,"September 29, 2015",2011,TV-PG,105 min,Anime,A story about identity set in Nigeria.
s334,Movie,Last Horizon,Not Given,"Wei Dubois, Maria Brown, Omar Kowalski, Liam Novak, Sara Silva",Mexico,"January 17, 2018",2001,TV-Y,81 min,"Romantic Movies, Thrillers",A story about friendship set in Mexico.
s335,TV Show,Midnight Legacy,,"Maria Silva, Omar Smith, Omar Khan",Italy,"December 23, 2019",2002,NR,1 Seasons,"International Movies, Action & Adventure, Thrillers",A story about friendship set in Italy.
s336,TV Show,Rising Dream,,"Omar Brown, Maria Brown, Yusuf Patel",United Kingdom,"May 30, 2015",2006,TV-Y7,4 Seasons,"Action & Adventure, Dramas, International Movies",A story about love set in United Kingdom.
s337,TV Show,Endless Shadow,,"Maria Ahmed, Omar Patel",Mexico,"April 3, 2015",2009,G,7 Season,Anime,A story about ambition set in Mexico.
s338,Movie,Midnight Code,Emily Carter,"Raj Garcia, Liam Chen, Wei Muller, Maria Smith, Elena Ahmed",Germany,"April 26, 2017",2003,NR,114 min,"Anime, International Movies, Documentaries",A story about family set in Germany.
s339,Movie,Last Shadow,Kenji Watanabe,"Yusuf Rossi, John Chen, John Rossi, Tom Patel",United States,"April 21, 2019",2003,TV-MA,81 min,"Stand-Up Comedy, Documentaries",A story about friendship set in United States.
s340,Movie,Midnight Storm,Sofia Alvarez,"Tom Kowalski, Omar Rossi",Australia,"January 16, 2016",2004,TV-Y7,82 min,"Horror Movies, Anime",A story about friendship set in Australia.
s341,Movie,Secret Kingdom,Not Given,"Tom Silva, Carlos Chen, Grace Lee, Raj Silva",Nigeria,"January 31, 2020",2010,TV-Y7,73 min,Docuseries,A story about betrayal set in Nigeria.
s342,Movie,Silent Kingdom,Kenji Watanabe,"Elena Dubois, Wei Ahmed, Maria Kim, Sara Novak",Nigeria,"August 27, 2018",2003,NR,153 min,Horror Movies,A story about friendship set in Nigeria.
s343,Movie,Broken Legacy,Not Given,"Yusuf Chen, Nina Kim, Maria Silva",Canada,"June 1, 2020",2018,TV-Y,142 min,"Romantic Movies, Documentaries",A story about betrayal set in Canada.
s344,TV Show,Endless Heart (Season 4),,"Yusuf Garcia, Sara Rossi, Wei Muller, Carlos Garcia",Australia,"April 2, 2019",2003,PG,4 Seasons,Documentaries,A story about ambition set in Australia.
s345,TV Show,Endless Journey,,"Nina Ahmed, Liam Kim, Elena Dubois",Spain,"April 22, 2017",2006,PG,3 Seasons,"Horror Movies, Sci-Fi & Fantasy, Kids TV",A story about war set in Spain.
s346,TV Show,Endless Journey,,"Sara Chen, Sara Muller, John Silva, Tom Ahmed, John Smith",Mexico,"August 8, 2021",2017,PG,1 Seasons,Romantic Movies,A story about identity set in Mexico.
s347,TV Show,Broken Storm,,"Carlos Kim, Yusuf Khan, Raj Chen, Nina Chen, Fatima Ahmed",South Korea,"September 5, 2019",2011,TV-PG,3 Seasons,"International Movies, Documentaries, Dramas",A story about betrayal set in South Korea.
s348,Movie,Last Heart,David Okafor,"Maria Chen, Raj Kowalski, Carlos Brown",Spain,"August 10, 2021",2019,TV-Y,149 min,Sci-Fi & Fantasy,A story about identity set in Spain.
s349,Movie,Silent City,Emily Carter,"Wei Kim, Elena Smith, Elena Rossi",Egypt,"August 17, 2020",2007,PG-13,122 min,"Sports Movies, Dramas, Sci-Fi & Fantasy",A story about friendship set in Egypt.
s350,TV Show,A Horizon,,"Wei Novak, Grace Ahmed",Egypt,"March 19, 2020",2008,NR,1 Seasons,"Documentaries, Action & Adventure, Romantic Movies",A story about betrayal set in Egypt.
s351,TV Show,Rising Horizon,,"Tom Silva, Yusuf Kowalski",United States,"February 3, 2020",2015,NR,4 Seasons,"Reality TV, Thrillers",A story about family set in United States.
s352,Movie,The Horizon,Kenji Watanabe,"John Patel, Nina Dubois, Wei Dubois, John Patel",France,"January 28, 2019",2019,PG-13,132 min,International Movies,A story about betrayal set in France.
s353,TV Show,Midnight Dream (Season 3),,"Sara Muller, John Novak, Maria Dubois, Wei Lee",Australia,"January 4, 2020",2004,PG,7 Season,"Romantic Movies, Docuseries, Documentaries",A story about love set in Australia.
s354,Movie,A Kingdom,Not Given,"Sara Rossi, Omar Kim, Omar Kim",Canada,"April 23, 2021",2021,TV-PG,96 min,"Sports Movies, Dramas, Anime",A story about family set in Canada.
s355,TV Show,A Journey (Season 4),,"Liam Rossi, Grace Kowalski, Tom Ahmed, Fatima Kim, Raj Novak",South Korea,"December 11, 2017",2015,TV-PG,5 Seasons,Horror Movies,A story about friendship set in South Korea.
s356,Movie,Golden Code,Rajiv Menon,"Tom Ahmed, Raj Silva",Egypt,"January 21, 2018",2013,PG,104 min,"Action & Adventure, International Movies",A story about identity set in Egypt.
s357,Movie,Secret Horizon,Sofia Alvarez,"Raj Novak, Wei Silva, Yusuf Smith, Raj Smith",Egypt,"February 18, 2015",2002,TV-Y,82 min,"Action & Adventure, Anime, Romantic Movies",A story about war set in Egypt.
s358,Movie,Midnight Dream,Sofia Alvarez,"John Dubois, Maria Smith",Australia,"August 17, 2021",2021,R,146 min,"Action & Adventure, Sports Movies, Comedies",A story about betrayal set in Australia.
s359,TV Show,Last City,,"Tom Garcia, Grace Chen, Liam Muller",Spain,"August 28, 2021",2021,TV-14,6 Season,"Reality TV, Sports Movies",A story about war set in Spain.
s360,Movie,A Dream,Rajiv Menon,"Carlos Silva, John Muller, Sara Muller, Wei Rossi, Maria Rossi",Italy,"May 28, 2019",2006,TV-PG,152 min,"Action & Adventure, Documentaries",A story about identity set in Italy.
s361,Movie,A Heart,Kenji Watanabe,"John Garcia, Maria Dubois",Mexico,"January 1, 2020",2008,TV-MA,133 min,Dramas,A story about love set in Mexico.
s362,Movie,Midnight Kingdom,Emily Carter,"Elena Smith, Yusuf Novak, Omar Rossi, Nina Kim, Carlos Brown",Mexico,"January 21, 2021",2002,R,70 min,"Docuseries, Comedies",A story about war set in Mexico.
s363,Movie,Midnight City,Rajiv Menon,"Aiko Ahmed, Sara Silva",India,"April 2, 2018",2014,R,92 min,"Comedies, Kids TV, Anime",A story about ambition set in India.
s364,Movie,Broken Shadow,Emily Carter,"Maria Lee, Raj Rossi, Grace Khan, Wei Smith, Fatima Smith",Mexico,"May 4, 2019",2018,TV-Y7,119 min,Horror Movies,A story about friendship set in Mexico.
s365,Movie,Silent Journey,Rajiv Menon,"John Silva, Omar Novak, John Kim, Maria Khan",Nigeria,"June 19, 2021",2020,TV-Y7,156 min,"International Movies, Sports Movies, Horror Movies",A story about ambition set in Nigeria.
s366,TV Show,The Kingdom,,"Nina Lee, Tom Dubois",United States,"June 18, 2016",2007,TV-MA,2 Seasons,"Action & Adventure, Romantic Movies",A story about survival set in United States.
s367,TV Show,A Shadow (Season 2),,"Omar Khan, Carlos Silva",Nigeria,"April 13, 2021",2021,PG,1 Seasons,"International Movies, Thrillers, Reality TV",A story about ambition set in Nigeria.
s368,TV Show,Endless Kingdom,,"Liam Chen, Omar Kim",United Kingdom,"March 16, 2021",2011,TV-PG,4 Season,"Comedies, Documentaries, Docuseries",A story about identity set in United Kingdom.
s369,TV Show,The Heart (Season 1),,"Tom Garcia, Grace Patel, Elena Lee",France,"May 3, 2020",2013,TV-PG,2 Season,"Sci-Fi & Fantasy, Kids TV",A story about ambition set in France.
s370,TV Show,Endless Journey,,"Elena Garcia, Raj Brown, Omar Muller, Aiko Kim, John Ahmed",Canada,"April 26, 2016",2006,NR,1 Seasons,"Romantic Movies, Docuseries, Stand-Up Comedy",A story about ambition set in Canada.
s371,Movie,Secret Shadow,Marcus Lee,"Nina Chen, Wei Patel, Tom Smith, John Patel, Aiko Muller",Canada,"October 26, 2017",2013,PG,148 min,"Comedies, Docuseries",A story about love set in Canada.
s372,TV Show,Last Kingdom,,"Yusuf Garcia, Maria Lee, Fatima Novak, Nina Dubois, Elena Silva",South Korea,"August 27, 2018",2006,R,7 Season,Action & Adventure,A story about ambition set in South Korea.
s373,TV Show,Secret City,,"Nina Dubois, Nina Smith",Italy,"August 16, 2016",2013,R,5 Season,"Sports Movies, Documentaries",A story about friendship set in Italy.
s374,TV Show,Golden Dream,,"John Novak, Elena Smith, Liam Chen",India,"February 22, 2020",2014,TV-Y,2 Seasons,Horror Movies,A story about survival set in India.
s375,TV Show,Endless Kingdom,,"Maria Kim, Sara Ahmed, Nina Brown",Canada,"August 27, 2020",2018,TV-Y7,3 Season,"Romantic Movies, Action & Adventure",A story about war set in Canada.
s376,Movie,Secret Horizon,Marcus Lee,"Carlos Smith, John Rossi",Mexico,"May 17, 2016",2016,TV-Y,137 min,"Docuseries, Stand-Up Comedy",A story about betrayal set in Mexico.
s377,Movie,Secret Shadow,Hugo Fischer,"Grace Novak, Carlos Khan",United Kingdom,"April 26, 2018",2011,R,152 min,Dramas,A story about friendship set in United Kingdom.
s378,Movie,Last Heart,Not Given,"Nina Rossi, Omar Chen",Egypt,"January 27, 2017",2012,PG,150 min,"Dramas, Reality TV",A story about betrayal set in Egypt.
s379,Movie,Golden Code,Rajiv Menon,"Carlos Kowalski, Liam Novak, Elena Ahmed, Elena Kowalski",Canada,"January 21, 2021",2021,G,112 min,"Comedies, Crime TV Shows, Anime",A story about war set in Canada.
s380,TV Show,A City,,"Aiko Silva, Wei Patel",Germany,"April 15, 2021",2002,R,2 Seasons,Action & Adventure,A story about friendship set in Germany.
s381,TV Show,Endless Legacy,,"Aiko Silva, Tom Muller, Yusuf Patel",South Korea,"August 12, 2015",2008,TV-14,3 Season,"Action & Adventure, Romantic Movies",A story about family set in South Korea.
s382,Movie,Golden Shadow,Sofia Alvarez,"Maria Garcia, Carlos Lee, Wei Muller, Maria Garcia, Wei Muller",India,"July 25, 2020",2004,TV-PG,96 min,"Dramas, International Movies, Kids TV",A story about survival set in India.
s383,Movie,Broken Heart,Rajiv Menon,"Fatima Garcia, John Brown, Omar Khan, Sara Ahmed",Brazil,"August 14, 2019",2010,G,113 min,"Anime, Romantic Movies, Horror Movies",A story about friendship set in Brazil.
s384,Movie,Endless Kingdom,Kenji Watanabe,"Omar Muller, Fatima Rossi, Aiko Muller",Nigeria,"August 30, 2016",2001,PG,106 min,"Thrillers, Horror Movies",A story about survival set in Nigeria.
s385,TV Show,Midnight Kingdom,,"Wei Khan, Maria Smith, Aiko Dubois",United Kingdom,"December 2, 2017",2014,PG,2 Season,"Comedies, Anime, Thrillers",A story about war set in United Kingdom.
s386,Movie,Silent Code,Marcus Lee,"Maria Lee, John Kim, Tom Rossi, Omar Chen",Spain,"October 1, 2016",2010,TV-MA,164 min,"Anime, Docuseries, Sports Movies",A story about family set in Spain.
s387,Movie,Midnight Horizon,Marcus Lee,"Aiko Novak, Maria Novak, Nina Lee, John Chen, Raj Ahmed",India,"April 12, 2015",2009,TV-Y,149 min,Sci-Fi & Fantasy,A story about war set in India.
s388,Movie,The Horizon,Sofia Alvarez,"Omar Lee, Omar Muller, Fatima Smith",India,"July 2, 2019",2017,TV-14,135 min,"Kids TV, Romantic Movies",A story about war set in India.
s389,Movie,Rising Journey,Emily Carter,"Wei Novak, Sara Kim, Aiko Kim, Aiko Smith, Liam Silva",Japan,"December 31, 2019",2009,NR,81 min,Sci-Fi & Fantasy,A story about identity set in Japan.
s390,TV Show,Midnight Kingdom,,"Grace Lee, Carlos Chen, Sara Dubois, Elena Garcia, Wei Khan",France,"November 21, 2020",2015,PG,1 Seasons,"Stand-Up Comedy, Comedies, Dramas",A story about identity set in France.
s391,Movie,Midnight City,Marcus Lee,"Grace Dubois, Omar Lee, Wei Khan, Wei Brown, Carlos Muller",Germany,"June 22, 2015",2015,PG-13,176 min,"Horror Movies, Romantic Movies, Crime TV Shows",A story about friendship set in Germany.
s392,Movie,The Kingdom,Kenji Watanabe,"Raj Brown, Raj Rossi, Maria Patel, Raj Lee",France,"January 4, 2017",2013,TV-Y7,158 min,"Romantic Movies, Dramas, Comedies",A story about family set in France.
s393,Movie,A Horizon,Emily Carter,"Elena Kim, Sara Muller, Raj Patel, Nina Novak, Sara Garcia",Japan,"March 12, 2016",2016,PG-13,90 min,"Comedies, Documentaries, Thrillers",A story about friendship set in Japan.
s394,TV Show,Last Storm (Season 3),,"Carlos Patel, Tom Silva, John Muller, Liam Ahmed",Brazil,"October 5, 2020",2002,R,7 Seasons,Thrillers,A story about war set in Brazil.
s395,TV Show,Midnight Dream,,"Maria Ahmed, Elena Silva, Sara Chen, John Chen",Germany,"March 8, 2019",2009,TV-Y7,4 Season,Action & Adventure,A story about ambition set in Germany.
s396,Movie,Secret Legacy,Hugo Fischer,"Carlos Rossi, Tom Garcia",India,"March 13, 2015",2004,TV-Y7,114 min,"Sports Movies, Documentaries",A story about friendship set in India.
s397,TV Show,Endless Code,,"Wei Novak, Liam Smith, Grace Brown, Maria Khan",United Kingdom,"July 17, 2017",2004,PG-13,2 Season,Reality TV,A story about betrayal set in United Kingdom.
s398,Movie,Silent City,Rajiv Menon,"Maria Smith, Omar Patel, Yusuf Dubois",United States,"May 2, 2016",2015,PG-13,75 min,Horror Movies,A story about love set in United States.
s399,TV Show,A Horizon,,"Wei Patel, Aiko Smith, Maria Chen",Egypt,"July 2, 2021",2008,PG,3 Season,"Romantic Movies, Crime TV Shows, Horror Movies",A story about betrayal set in Egypt.
s400,Movie,Endless Journey,Hugo Fischer,"Grace Khan, Liam Chen, Tom Kowalski",Germany,"February 9, 2016",2000,R,134 min,"Docuseries, Thrillers, Sports Movies",A story about survival set in Germany.
s401,Movie,A Kingdom,Emily Carter,"Carlos Khan, Yusuf Khan, Carlos Garcia, Omar Silva, Maria Rossi",India,"July 10, 2017",2016,TV-Y7,167 min,"Horror Movies, Crime TV Shows",A story about love set in India.
s402,Movie,Silent Shadow,David Okafor,"Nina Dubois, Grace Muller, Raj Brown, Nina Khan",Germany,"April 5, 2018",2013,TV-Y,94 min,Docuseries,A story about war set in Germany.
s403,Movie,Silent Shadow,David Okafor,"Yusuf Patel, Raj Garcia, Maria Chen, Carlos Kim, Grace Dubois",India,"September 23, 2015",2005,PG,95 min,"Kids TV, Horror Movies",A story about identity set in India.
s404,Movie,Broken Heart,Kenji Watanabe,"Omar Kowalski, Omar Patel, Carlos Silva, Nina Patel",Australia,"June 7, 2020",2012,NR,105 min,Sci-Fi & Fantasy,A story about betrayal set in Australia.
s405,Movie,Silent Heart,Sofia Alvarez,"John Garcia, Grace Smith, Sara Garcia",Spain,"January 7, 2021",2021,TV-PG,118 min,"Anime, Documentaries, International Movies",A story about betrayal set in Spain.
s406,TV Show,Rising Heart,,"Liam Patel, Nina Rossi, Yusuf Muller",Germany,"January 23, 2021",2010,NR,1 Seasons,Reality TV,A story about betrayal set in Germany.
s407,Movie,Golden City,Priya Sharma,"John Smith, Wei Ahmed, Raj Brown, Omar Muller, Tom Novak",United Kingdom,"October 31, 2019",2015,TV-PG,109 min,"Stand-Up Comedy, Romantic Movies, Docuseries",A story about betrayal set in United Kingdom.
s408,Movie,Silent Code,Hugo Fischer,"Nina Ahmed, Sara Chen, Yusuf Smith, Carlos Muller, Nina Dubois",South Korea,"November 23, 2020",2019,PG,168 min,"Anime, Dramas",A story about love set in South Korea.
s409,Movie,Last Storm,Emily Carter,"Omar Lee, Raj Silva",South Korea,"October 20, 2019",2003,PG,115 min,"Sports Movies, Dramas",A story about ambition set in South Korea.
s410,Movie,Midnight Horizon,Alicia Wren,"Sara Muller, Maria Silva",United Kingdom,"January 14, 2021",2000,PG,74 min,"Reality TV, Horror Movies",A story about identity set in United Kingdom.
s411,Movie,Silent Horizon,Rajiv Menon,"Carlos Dubois, Carlos Silva, Elena Garcia, Omar Rossi",India,"February 22, 2021",2021,PG,133 min,"Anime, Documentaries, Horror Movies",A story about family set in India.
s412,Movie,Broken Legacy,Priya Sharma,"Sara Brown, Yusuf Khan",France,"July 14, 2015",2008,PG-13,143 min,"Romantic Movies, Horror Movies",A story about betrayal set in France.
s413,TV Show,Endless Shadow,,"Maria Dubois, Omar Ahmed, Nina Kim, Fatima Silva",Nigeria,"May 21, 2018",2002,NR,7 Season,"Anime, Action & Adventure, Kids TV",A story about identity set in Nigeria.
s414,Movie,Rising Heart,Hugo Fischer,"Tom Smith, Raj Novak, Yusuf Brown",United Kingdom,"October 19, 2020",2018,R,154 min,"Sci-Fi & Fantasy, International Movies, Anime",A story about identity set in United Kingdom.
s415,TV Show,The Code,,"Wei Khan, Wei Novak, Raj Kowalski, Liam Brown, Carlos Kim",Japan,"April 13, 2017",2002,TV-Y,3 Seasons,"Thrillers, International Movies, Anime",A story about ambition set in Japan.
